,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,프랜차이즈_점포_수,연간_개업_수_합,연간_폐업_수_합,2024_연평균_유동인구,영역_면적,점포_증감률,경쟁도_지수,업종_면적_밀도,점포당_유동인구,전망_등급
1884,11380650,수색동,CS100002,중식음식점,4,4,0,1,0,2912779.25,1290258,0.25,1.0,3.1001551627658968,728194.8125,전망 좋음
1885,11380650,수색동,CS100004,양식음식점,1,1,0,0,0,2912779.25,1290258,0.0,1.0,0.7750387906914742,2912779.25,전망 좋음
1886,11380650,수색동,CS100005,제과점,5,7,2,1,0,2912779.25,1290258,0.2,1.0,3.8751939534573707,582555.85,전망 좋음
1887,11380650,수색동,CS100006,패스트푸드점,1,6,5,2,0,2912779.25,1290258,2.0,1.0,0.7750387906914742,2912779.25,전망 좋음
1888,11380650,수색동,CS100007,치킨전문점,3,6,3,1,0,2912779.25,1290258,0.3333333333333333,1.0,2.3251163720744223,970926.4166666666,전망 좋음
1889,11380650,수색동,CS100008,분식전문점,8,11,3,4,2,2912779.25,1290258,0.25,1.0,6.2003103255317935,364097.40625,보통
1890,11380650,수색동,CS100009,호프-간이주점,21,22,1,1,0,2912779.25,1290258,0.047619047619047616,1.0,16.275814604520956,138703.77380952382,보통
1891,11380650,수색동,CS100010,커피-음료,12,16,4,5,5,2912779.25,1290258,0.0,1.0,9.30046548829769,242731.60416666666,보통
1892,11380690,진관동,CS100001,한식음식점,124,169,45,24,24,6808839.25,11565110,0.0,0.9999999999999999,10.721904071816004,54909.9939516129,보통
1893,11380690,진관동,CS100002,중식음식점,11,15,4,0,3,6808839.25,11565110,-0.2727272727272727,1.0,0.951136651532065,618985.3863636364,주의
1894,11380690,진관동,CS100003,일식음식점,12,18,6,4,3,6808839.25,11565110,0.08333333333333333,1.0,1.0376036198531617,567403.2708333334,전망 좋음
1895,11380690,진관동,CS100004,양식음식점,17,26,9,0,4,6808839.25,11565110,-0.23529411764705882,1.0,1.4699384614586457,400519.95588235295,주의
1896,11380690,진관동,CS100005,제과점,25,38,13,5,12,6808839.25,11565110,-0.28,1.0,2.1616742080274203,272353.57,주의
1897,11380690,진관동,CS100006,패스트푸드점,6,29,23,6,4,6808839.25,11565110,0.3333333333333333,1.0,0.5188018099265809,1134806.5416666667,전망 좋음
1898,11380690,진관동,CS100007,치킨전문점,4,26,22,5,10,6808839.25,11565110,-1.25,1.0,0.34586787328438723,1702209.8125,주의
1899,11380690,진관동,CS100008,분식전문점,34,52,18,6,11,6808839.25,11565110,-0.14705882352941177,1.0,2.9398769229172914,200259.97794117648,주의
1900,11380690,진관동,CS100009,호프-간이주점,12,15,3,2,5,6808839.25,11565110,-0.25,1.0,1.0376036198531617,567403.2708333334,주의
1901,11380690,진관동,CS100010,커피-음료,79,103,24,16,13,6808839.25,11565110,0.0379746835443038,1.0,6.830890497366648,86187.83860759494,보통
1902,11410520,천연동,CS100001,한식음식점,65,69,4,8,17,3569370.75,982817,-0.13846153846153847,1.0,66.13642214166015,54913.39615384615,주의
1903,11410520,천연동,CS100002,중식음식점,6,7,1,2,1,3569370.75,982817,0.16666666666666666,1.0,6.1049005053840135,594895.125,전망 좋음
1904,11410520,천연동,CS100003,일식음식점,7,9,2,2,1,3569370.75,982817,0.14285714285714285,0.9999999999999999,7.122383922948015,509910.10714285716,보통
1905,11410520,천연동,CS100004,양식음식점,3,3,0,0,1,3569370.75,982817,-0.3333333333333333,1.0,3.0524502526920068,1189790.25,주의
1906,11410520,천연동,CS100005,제과점,5,8,3,0,0,3569370.75,982817,0.0,1.0,5.087417087820011,713874.15,전망 좋음
1907,11410520,천연동,CS100006,패스트푸드점,3,10,7,0,1,3569370.75,982817,-0.3333333333333333,1.0,3.0524502526920068,1189790.25,주의
1908,11410520,천연동,CS100007,치킨전문점,6,17,11,1,1,3569370.75,982817,0.0,1.0,6.1049005053840135,594895.125,전망 좋음
1909,11410520,천연동,CS100008,분식전문점,17,24,7,3,1,3569370.75,982817,0.11764705882352941,1.0,17.297218098588036,209962.98529411765,보통
1910,11410520,천연동,CS100009,호프-간이주점,23,25,2,1,3,3569370.75,982817,-0.08695652173913043,1.0,23.40211860397205,155190.03260869565,주의
1911,11410520,천연동,CS100010,커피-음료,22,26,4,6,3,3569370.75,982817,0.13636363636363635,1.0,22.384635186408048,162244.125,보통
1912,11410555,북아현동,CS100001,한식음식점,41,46,5,8,7,20230087.0,458945,0.024390243902439025,1.0,89.33532340476528,493416.756097561,보통
1913,11410555,북아현동,CS100002,중식음식점,6,7,1,3,1,20230087.0,458945,0.3333333333333333,1.0,13.073461961672967,3371681.1666666665,전망 좋음
1914,11410555,북아현동,CS100003,일식음식점,2,2,0,0,0,20230087.0,458945,0.0,1.0,4.35782065389099,10115043.5,전망 좋음
1915,11410555,북아현동,CS100004,양식음식점,4,4,0,0,0,20230087.0,458945,0.0,1.0,8.71564130778198,5057521.75,전망 좋음
1916,11410555,북아현동,CS100005,제과점,7,11,4,3,1,20230087.0,458945,0.2857142857142857,1.0,15.252372288618462,2890012.4285714286,전망 좋음
1917,11410555,북아현동,CS100006,패스트푸드점,2,8,6,0,1,20230087.0,458945,-0.5,1.0,4.35782065389099,10115043.5,주의
1918,11410555,북아현동,CS100007,치킨전문점,3,7,4,1,2,20230087.0,458945,-0.3333333333333333,0.9999999999999998,6.5367309808364835,6743362.333333333,주의
1919,11410555,북아현동,CS100008,분식전문점,13,16,3,2,4,20230087.0,458945,-0.15384615384615385,1.0,28.32583425029143,1556160.5384615385,주의
1920,11410555,북아현동,CS100009,호프-간이주점,16,17,1,0,0,20230087.0,458945,0.0,1.0,34.86256523112792,1264380.4375,보통
1921,11410555,북아현동,CS100010,커피-음료,16,26,10,6,8,20230087.0,458945,-0.125,1.0,34.86256523112792,1264380.4375,주의
1922,11410565,충현동,CS100001,한식음식점,181,199,18,18,16,10981271.25,1116001,0.011049723756906077,1.0,162.1862346001482,60670.006906077346,보통
1923,11410565,충현동,CS100002,중식음식점,17,18,1,2,3,10981271.25,1116001,-0.058823529411764705,1.0,15.2329612607874,645957.1323529412,주의
1924,11410565,충현동,CS100003,일식음식점,16,16,0,2,0,10981271.25,1116001,0.125,1.0,14.3369047160352,686329.453125,전망 좋음
1925,11410565,충현동,CS100004,양식음식점,17,20,3,3,4,10981271.25,1116001,-0.058823529411764705,1.0,15.2329612607874,645957.1323529412,주의
1926,11410565,충현동,CS100005,제과점,10,15,5,3,1,10981271.25,1116001,0.2,1.0,8.960565447522,1098127.125,전망 좋음
1927,11410565,충현동,CS100006,패스트푸드점,9,21,12,4,4,10981271.25,1116001,0.0,0.9999999999999998,8.0645089027698,1220141.25,전망 좋음
1928,11410565,충현동,CS100007,치킨전문점,2,7,5,0,4,10981271.25,1116001,-2.0,1.0,1.7921130895044,5490635.625,주의
1929,11410565,충현동,CS100008,분식전문점,26,28,2,6,5,10981271.25,1116001,0.038461538461538464,1.0,23.2974701635572,422356.58653846156,보통
1930,11410565,충현동,CS100009,호프-간이주점,44,48,4,4,8,10981271.25,1116001,-0.09090909090909091,0.9999999999999999,39.426487969096804,249574.3465909091,주의
1931,11410565,충현동,CS100010,커피-음료,82,102,20,22,23,10981271.25,1116001,-0.012195121951219513,1.0,73.4766366696804,133917.94207317074,주의
1932,11410585,신촌동,CS100001,한식음식점,373,436,63,80,56,10942696.0,2720364,0.064343163538874,1.0,137.11400386124797,29336.98659517426,보통
1933,11410585,신촌동,CS100002,중식음식점,67,78,11,10,19,10942696.0,2720364,-0.13432835820895522,1.0,24.62905699384347,163323.8208955224,주의
1934,11410585,신촌동,CS100003,일식음식점,88,98,10,23,15,10942696.0,2720364,0.09090909090909091,0.9999999999999999,32.34861217101829,124348.81818181818,보통
1935,11410585,신촌동,CS100004,양식음식점,102,118,16,13,22,10942696.0,2720364,-0.08823529411764706,0.9999999999999999,37.49498228913484,107281.33333333333,주의
1936,11410585,신촌동,CS100005,제과점,44,59,15,10,14,10942696.0,2720364,-0.09090909090909091,1.0,16.174306085509144,248697.63636363635,주의
1937,11410585,신촌동,CS100006,패스트푸드점,37,69,32,11,11,10942696.0,2720364,0.0,1.0000000000000002,13.601121026450873,295748.54054054053,보통
1938,11410585,신촌동,CS100007,치킨전문점,10,27,17,2,7,10942696.0,2720364,-0.5,1.0,3.675978655797533,1094269.6,주의
1939,11410585,신촌동,CS100008,분식전문점,76,105,29,21,20,10942696.0,2720364,0.013157894736842105,1.0,27.93743778406125,143982.84210526315,보통
1940,11410585,신촌동,CS100009,호프-간이주점,191,214,23,18,26,10942696.0,2720364,-0.041884816753926704,1.0,70.21119232573288,57291.602094240836,주의
1941,11410585,신촌동,CS100010,커피-음료,209,292,83,41,48,10942696.0,2720364,-0.03349282296650718,0.9999999999999999,76.82795390616845,52357.397129186604,주의
1942,11410615,연희동,CS100001,한식음식점,119,133,14,25,21,8574692.0,2929172,0.03361344537815126,1.0,40.62581507675207,72056.23529411765,보통
1943,11410615,연희동,CS100002,중식음식점,25,25,0,0,0,8574692.0,2929172,0.0,1.0,8.534835100157997,342987.68,보통
1944,11410615,연희동,CS100003,일식음식점,19,21,2,1,2,8574692.0,2929172,-0.05263157894736842,0.9999999999999999,6.4864746761200776,451299.5789473684,주의
1945,11410615,연희동,CS100004,양식음식점,42,42,0,7,7,8574692.0,2929172,0.0,1.0,14.338522968265435,204159.33333333334,보통
1946,11410615,연희동,CS100005,제과점,45,48,3,11,7,8574692.0,2929172,0.08888888888888889,1.0,15.362703180284395,190548.7111111111,보통
1947,11410615,연희동,CS100006,패스트푸드점,23,31,8,4,4,8574692.0,2929172,0.0,1.0,7.852048292145358,372812.6956521739,보통
1948,11410615,연희동,CS100007,치킨전문점,5,19,14,2,4,8574692.0,2929172,-0.4,0.9999999999999999,1.7069670200315994,1714938.4,주의
1949,11410615,연희동,CS100008,분식전문점,41,47,6,7,5,8574692.0,2929172,0.04878048780487805,1.0,13.997129564259115,209138.82926829267,보통
1950,11410615,연희동,CS100009,호프-간이주점,50,53,3,8,11,8574692.0,2929172,-0.06,1.0,17.069670200315993,171493.84,주의
1951,11410615,연희동,CS100010,커피-음료,156,169,13,31,24,8574692.0,2929172,0.04487179487179487,1.0,53.2573710249859,54965.97435897436,보통
1952,11410620,홍제1동,CS100001,한식음식점,66,72,6,16,20,6260365.5,1235632,-0.06060606060606061,0.9999999999999999,53.41396143835705,94854.02272727272,주의
1953,11410620,홍제1동,CS100002,중식음식점,8,9,1,2,3,6260365.5,1235632,-0.125,1.0,6.474419568285703,782545.6875,주의
1954,11410620,홍제1동,CS100003,일식음식점,7,7,0,3,0,6260365.5,1235632,0.42857142857142855,1.0,5.66511712224999,894337.9285714285,전망 좋음
1955,11410620,홍제1동,CS100004,양식음식점,3,5,2,1,1,6260365.5,1235632,0.0,0.9999999999999999,2.4279073381071385,2086788.5,전망 좋음
1956,11410620,홍제1동,CS100005,제과점,11,15,4,2,2,6260365.5,1235632,0.0,1.0,8.902326906392842,569124.1363636364,전망 좋음
1957,11410620,홍제1동,CS100006,패스트푸드점,2,8,6,0,1,6260365.5,1235632,-0.5,1.0,1.6186048920714258,3130182.75,주의
1958,11410620,홍제1동,CS100007,치킨전문점,5,15,10,3,3,6260365.5,1235632,0.0,1.0,4.046512230178564,1252073.1,전망 좋음
1959,11410620,홍제1동,CS100008,분식전문점,19,21,2,3,3,6260365.5,1235632,0.0,0.9999999999999999,15.376746474678544,329492.9210526316,보통
1960,11410620,홍제1동,CS100009,호프-간이주점,14,17,3,2,4,6260365.5,1235632,-0.14285714285714285,0.9999999999999999,11.33023424449998,447168.96428571426,주의
1961,11410620,홍제1동,CS100010,커피-음료,25,32,7,9,8,6260365.5,1235632,0.04,1.0,20.23256115089282,250414.62,보통
1962,11410640,홍제3동,CS100001,한식음식점,109,118,9,19,16,3956475.5,1192508,0.027522935779816515,0.9999999999999999,91.40399896688325,36297.94036697248,보통
1963,11410640,홍제3동,CS100002,중식음식점,10,12,2,4,1,3956475.5,1192508,0.3,1.0,8.385687978613142,395647.55,보통
1964,11410640,홍제3동,CS100003,일식음식점,11,11,0,4,4,3956475.5,1192508,0.0,1.0,9.224256776474457,359679.5909090909,보통
1965,11410640,홍제3동,CS100004,양식음식점,4,4,0,0,2,3956475.5,1192508,-0.5,1.0,3.354275191445257,989118.875,주의
1966,11410640,홍제3동,CS100005,제과점,5,8,3,0,1,3956475.5,1192508,-0.2,1.0,4.192843989306571,791295.1,주의
1967,11410640,홍제3동,CS100006,패스트푸드점,1,7,6,1,3,3956475.5,1192508,-2.0,1.0,0.8385687978613142,3956475.5,주의
1968,11410640,홍제3동,CS100007,치킨전문점,5,16,11,2,3,3956475.5,1192508,-0.2,1.0,4.192843989306571,791295.1,주의
1969,11410640,홍제3동,CS100008,분식전문점,25,27,2,6,4,3956475.5,1192508,0.08,1.0,20.964219946532854,158259.02,보통
1970,11410640,홍제3동,CS100009,호프-간이주점,28,34,6,1,5,3956475.5,1192508,-0.14285714285714285,0.9999999999999999,23.479926340116798,141302.69642857142,주의
1971,11410640,홍제3동,CS100010,커피-음료,31,38,7,10,7,3956475.5,1192508,0.0967741935483871,1.0,25.99563273370074,127628.24193548386,보통
1972,11410655,홍제2동,CS100001,한식음식점,32,42,10,7,6,1943072.25,699978,0.03125,1.0,45.715722494135534,60721.0078125,보통
1973,11410655,홍제2동,CS100002,중식음식점,4,4,0,0,1,1943072.25,699978,-0.25,1.0,5.714465311766942,485768.0625,주의
1974,11410655,홍제2동,CS100003,일식음식점,1,1,0,0,1,1943072.25,699978,-1.0,1.0,1.4286163279417354,1943072.25,주의
1975,11410655,홍제2동,CS100004,양식음식점,2,2,0,0,0,1943072.25,699978,0.0,1.0,2.857232655883471,971536.125,전망 좋음
1976,11410655,홍제2동,CS100005,제과점,4,5,1,0,1,1943072.25,699978,-0.25,1.0,5.714465311766942,485768.0625,주의
1977,11410655,홍제2동,CS100006,패스트푸드점,0,4,4,2,2,1943072.25,699978,0.0,0.0,0.0,inf,전망 좋음
1978,11410655,홍제2동,CS100007,치킨전문점,2,4,2,1,2,1943072.25,699978,-0.5,1.0,2.857232655883471,971536.125,주의
1979,11410655,홍제2동,CS100008,분식전문점,6,8,2,0,0,1943072.25,699978,0.0,1.0,8.571697967650412,323845.375,보통
1980,11410655,홍제2동,CS100009,호프-간이주점,12,12,0,0,0,1943072.25,699978,0.0,1.0,17.143395935300823,161922.6875,보통
1981,11410655,홍제2동,CS100010,커피-음료,10,16,6,6,5,1943072.25,699978,0.1,1.0,14.286163279417353,194307.225,보통
1982,11410660,홍은1동,CS100001,한식음식점,74,80,6,14,6,3745819.0,1615140,0.10810810810810811,1.0,45.81646173087163,50619.17567567567,보통
1983,11410660,홍은1동,CS100002,중식음식점,2,3,1,1,0,3745819.0,1615140,0.5,1.0,1.2382827494830169,1872909.5,전망 좋음
1984,11410660,홍은1동,CS100003,일식음식점,4,5,1,1,0,3745819.0,1615140,0.25,1.0,2.4765654989660337,936454.75,전망 좋음
1985,11410660,홍은1동,CS100004,양식음식점,1,1,0,0,3,3745819.0,1615140,-3.0,1.0,0.6191413747415084,3745819.0,주의
1986,11410660,홍은1동,CS100005,제과점,5,7,2,1,1,3745819.0,1615140,0.0,1.0,3.095706873707542,749163.8,전망 좋음
1987,11410660,홍은1동,CS100006,패스트푸드점,4,8,4,0,1,3745819.0,1615140,-0.25,1.0,2.4765654989660337,936454.75,주의
1988,11410660,홍은1동,CS100007,치킨전문점,5,10,5,0,1,3745819.0,1615140,-0.2,1.0,3.095706873707542,749163.8,주의
1989,11410660,홍은1동,CS100008,분식전문점,14,18,4,1,5,3745819.0,1615140,-0.2857142857142857,0.9999999999999999,8.667979246381119,267558.5,주의
1990,11410660,홍은1동,CS100009,호프-간이주점,10,13,3,1,2,3745819.0,1615140,-0.1,1.0,6.191413747415084,374581.9,주의
1991,11410660,홍은1동,CS100010,커피-음료,22,29,7,2,2,3745819.0,1615140,0.0,0.9999999999999999,13.621110244313186,170264.5,보통
1992,11410685,홍은2동,CS100001,한식음식점,81,89,8,22,16,4252369.75,2075085,0.07407407407407407,1.0,39.03454557283195,52498.391975308645,보통
1993,11410685,홍은2동,CS100002,중식음식점,9,12,3,1,5,4252369.75,2075085,-0.4444444444444444,1.0,4.337171730314662,472485.52777777775,주의
1994,11410685,홍은2동,CS100003,일식음식점,8,9,1,1,0,4252369.75,2075085,0.125,1.0,3.855263760279699,531546.21875,보통
1995,11410685,홍은2동,CS100004,양식음식점,9,10,1,0,0,4252369.75,2075085,0.0,1.0,4.337171730314662,472485.52777777775,보통
1996,11410685,홍은2동,CS100005,제과점,9,13,4,2,0,4252369.75,2075085,0.2222222222222222,1.0,4.337171730314662,472485.52777777775,보통
1997,11410685,홍은2동,CS100006,패스트푸드점,7,11,4,3,3,4252369.75,2075085,0.0,1.0,3.373355790244737,607481.3928571428,전망 좋음
1998,11410685,홍은2동,CS100007,치킨전문점,6,10,4,3,7,4252369.75,2075085,-0.6666666666666666,0.9999999999999999,2.8914478202097746,708728.2916666666,주의
1999,11410685,홍은2동,CS100008,분식전문점,20,28,8,5,9,4252369.75,2075085,-0.2,1.0,9.638159400699248,212618.4875,주의
2000,11410685,홍은2동,CS100009,호프-간이주점,22,26,4,4,6,4252369.75,2075085,-0.09090909090909091,1.0,10.601975340769172,193289.5340909091,주의
2001,11410685,홍은2동,CS100010,커피-음료,31,44,13,10,11,4252369.75,2075085,-0.03225806451612903,1.0,14.939147071083834,137173.21774193548,주의
2002,11410690,남가좌1동,CS100001,한식음식점,62,71,9,6,13,1141546.75,475536,-0.11290322580645161,1.0,130.37919316308333,18412.04435483871,주의
2003,11410690,남가좌1동,CS100002,중식음식점,2,5,3,1,0,1141546.75,475536,0.5,1.0,4.205780424615591,570773.375,전망 좋음
2004,11410690,남가좌1동,CS100003,일식음식점,3,5,2,0,0,1141546.75,475536,0.0,0.9999999999999999,6.308670636923387,380515.5833333333,보통
2005,11410690,남가좌1동,CS100004,양식음식점,3,4,1,0,0,1141546.75,475536,0.0,1.0,6.308670636923387,380515.5833333333,보통
2006,11410690,남가좌1동,CS100005,제과점,7,12,5,1,1,1141546.75,475536,0.0,1.0000000000000002,14.72023148615457,163078.10714285713,보통
2007,11410690,남가좌1동,CS100006,패스트푸드점,1,5,4,0,1,1141546.75,475536,-1.0,1.0,2.1028902123077957,1141546.75,주의
2008,11410690,남가좌1동,CS100007,치킨전문점,1,8,7,2,3,1141546.75,475536,-1.0,1.0,2.1028902123077957,1141546.75,주의
2009,11410690,남가좌1동,CS100008,분식전문점,11,15,4,0,3,1141546.75,475536,-0.2727272727272727,1.0,23.131792335385754,103776.97727272728,주의
2010,11410690,남가좌1동,CS100009,호프-간이주점,23,28,5,2,2,1141546.75,475536,0.0,1.0,48.366474883079306,49632.467391304344,보통
2011,11410690,남가좌1동,CS100010,커피-음료,7,15,8,2,0,1141546.75,475536,0.2857142857142857,1.0,14.72023148615457,163078.10714285713,보통
2012,11410700,남가좌2동,CS100001,한식음식점,113,132,19,27,18,6172294.5,783775,0.07964601769911504,1.0,144.17402953653792,54622.07522123894,보통
2013,11410700,남가좌2동,CS100002,중식음식점,13,13,0,2,6,6172294.5,783775,-0.3076923076923077,1.0,16.58639277853976,474791.8846153846,주의
2014,11410700,남가좌2동,CS100003,일식음식점,13,15,2,4,2,6172294.5,783775,0.15384615384615385,1.0,16.58639277853976,474791.8846153846,보통
2015,11410700,남가좌2동,CS100004,양식음식점,13,17,4,2,2,6172294.5,783775,0.0,1.0,16.58639277853976,474791.8846153846,보통
2016,11410700,남가좌2동,CS100005,제과점,14,20,6,3,1,6172294.5,783775,0.14285714285714285,1.0,17.86226914611974,440878.1785714286,보통
2017,11410700,남가좌2동,CS100006,패스트푸드점,9,28,19,12,7,6172294.5,783775,0.5555555555555556,1.0,11.482887308219833,685810.5,전망 좋음
2018,11410700,남가좌2동,CS100007,치킨전문점,9,22,13,3,3,6172294.5,783775,0.0,1.0000000000000002,11.482887308219833,685810.5,보통
2019,11410700,남가좌2동,CS100008,분식전문점,32,37,5,4,5,6172294.5,783775,-0.03125,1.0,40.82804376255941,192884.203125,주의
2020,11410700,남가좌2동,CS100009,호프-간이주점,23,31,8,4,9,6172294.5,783775,-0.21739130434782608,1.0,29.345156454339573,268360.6304347826,주의
2021,11410700,남가좌2동,CS100010,커피-음료,54,75,21,9,10,6172294.5,783775,-0.018518518518518517,0.9999999999999999,68.89732384931901,114301.75,주의
2022,11410710,북가좌1동,CS100001,한식음식점,25,29,4,8,9,2632302.0,577979,-0.04,0.9999999999999999,43.254166673875694,105292.08,주의
2023,11410710,북가좌1동,CS100002,중식음식점,2,2,0,1,0,2632302.0,577979,0.5,1.0,3.4603333339100555,1316151.0,전망 좋음
2024,11410710,북가좌1동,CS100003,일식음식점,4,5,1,4,1,2632302.0,577979,0.75,1.0,6.920666667820111,658075.5,전망 좋음
2025,11410710,북가좌1동,CS100004,양식음식점,3,5,2,1,2,2632302.0,577979,-0.3333333333333333,0.9999999999999999,5.190500000865083,877434.0,주의
2026,11410710,북가좌1동,CS100005,제과점,6,6,0,0,2,2632302.0,577979,-0.3333333333333333,1.0,10.381000001730166,438717.0,주의
2027,11410710,북가좌1동,CS100006,패스트푸드점,1,11,10,2,2,2632302.0,577979,0.0,1.0,1.7301666669550277,2632302.0,전망 좋음
2028,11410710,북가좌1동,CS100007,치킨전문점,2,6,4,0,1,2632302.0,577979,-0.5,1.0,3.4603333339100555,1316151.0,주의
2029,11410710,북가좌1동,CS100008,분식전문점,6,9,3,3,5,2632302.0,577979,-0.3333333333333333,1.0,10.381000001730166,438717.0,주의
2030,11410710,북가좌1동,CS100009,호프-간이주점,5,8,3,1,0,2632302.0,577979,0.2,1.0,8.650833334775138,526460.4,보통
2031,11410710,북가좌1동,CS100010,커피-음료,5,10,5,2,4,2632302.0,577979,-0.4,1.0,8.650833334775138,526460.4,주의
2032,11410720,북가좌2동,CS100001,한식음식점,106,124,18,21,13,10619035.75,824866,0.07547169811320754,1.0,128.5057209292176,100179.5825471698,보통
2033,11410720,북가좌2동,CS100002,중식음식점,7,8,1,3,3,10619035.75,824866,0.0,1.0,8.486226853816257,1517005.107142857,전망 좋음
2034,11410720,북가좌2동,CS100003,일식음식점,12,15,3,5,1,10619035.75,824866,0.3333333333333333,1.0,14.54781746368501,884919.6458333334,전망 좋음
2035,11410720,북가좌2동,CS100004,양식음식점,11,13,2,3,4,10619035.75,824866,-0.09090909090909091,1.0,13.33549934171126,965366.8863636364,주의
2036,11410720,북가좌2동,CS100005,제과점,11,16,5,1,2,10619035.75,824866,-0.09090909090909091,1.0,13.33549934171126,965366.8863636364,주의
2037,11410720,북가좌2동,CS100006,패스트푸드점,4,11,7,0,1,10619035.75,824866,-0.25,1.0,4.8492724878950035,2654758.9375,주의
2038,11410720,북가좌2동,CS100007,치킨전문점,7,19,12,1,4,10619035.75,824866,-0.42857142857142855,1.0,8.486226853816257,1517005.107142857,주의
2039,11410720,북가좌2동,CS100008,분식전문점,21,26,5,8,4,10619035.75,824866,0.19047619047619047,1.0,25.45868056144877,505668.36904761905,보통
2040,11410720,북가좌2동,CS100009,호프-간이주점,42,46,4,3,4,10619035.75,824866,-0.023809523809523808,1.0,50.91736112289754,252834.18452380953,주의
2041,11410720,북가좌2동,CS100010,커피-음료,30,41,11,5,14,10619035.75,824866,-0.3,1.0,36.369543659212525,353967.85833333334,주의
2042,11440555,아현동,CS100001,한식음식점,89,106,17,20,13,7618339.25,744328,0.07865168539325842,1.0,119.57094184284348,85599.31741573034,보통
2043,11440555,아현동,CS100002,중식음식점,3,4,1,0,2,7618339.25,744328,-0.6666666666666666,1.0,4.030481185713825,2539446.4166666665,주의
2044,11440555,아현동,CS100003,일식음식점,10,12,2,2,4,7618339.25,744328,-0.2,1.0,13.434937285712751,761833.925,주의
2045,11440555,아현동,CS100004,양식음식점,13,13,0,6,2,7618339.25,744328,0.3076923076923077,1.0,17.465418471426574,586026.0961538461,보통
2046,11440555,아현동,CS100005,제과점,13,18,5,6,3,7618339.25,744328,0.23076923076923078,1.0,17.465418471426574,586026.0961538461,보통
2047,11440555,아현동,CS100006,패스트푸드점,6,10,4,1,0,7618339.25,744328,0.16666666666666666,0.9999999999999999,8.06096237142765,1269723.2083333333,전망 좋음
2048,11440555,아현동,CS100007,치킨전문점,4,13,9,1,3,7618339.25,744328,-0.5,1.0,5.3739749142851005,1904584.8125,주의
2049,11440555,아현동,CS100008,분식전문점,27,37,10,8,9,7618339.25,744328,-0.037037037037037035,0.9999999999999999,36.27433067142443,282160.712962963,주의
2050,11440555,아현동,CS100009,호프-간이주점,24,28,4,1,3,7618339.25,744328,-0.08333333333333333,1.0,32.2438494857106,317430.8020833333,주의
2051,11440555,아현동,CS100010,커피-음료,41,62,21,16,9,7618339.25,744328,0.17073170731707318,1.0,55.08324287142228,185813.1524390244,보통
2052,11440565,공덕동,CS100001,한식음식점,208,229,21,31,28,13147383.25,1019197,0.014423076923076924,1.0,204.08223336607153,63208.573317307695,보통
2053,11440565,공덕동,CS100002,중식음식점,15,15,0,1,1,13147383.25,1019197,0.0,1.0,14.71746875236093,876492.2166666667,전망 좋음
2054,11440565,공덕동,CS100003,일식음식점,18,21,3,3,8,13147383.25,1019197,-0.2777777777777778,1.0,17.660962502833115,730410.1805555555,주의
2055,11440565,공덕동,CS100004,양식음식점,21,29,8,6,6,13147383.25,1019197,0.0,1.0,20.6044562533053,626065.869047619,보통
2056,11440565,공덕동,CS100005,제과점,26,33,7,4,0,13147383.25,1019197,0.15384615384615385,0.9999999999999999,25.510279170758942,505668.58653846156,보통
2057,11440565,공덕동,CS100006,패스트푸드점,7,19,12,5,6,13147383.25,1019197,-0.14285714285714285,1.0,6.8681520844351,1878197.607142857,주의
2058,11440565,공덕동,CS100007,치킨전문점,8,24,16,6,7,13147383.25,1019197,-0.125,1.0,7.849316667925828,1643422.90625,주의
2059,11440565,공덕동,CS100008,분식전문점,27,41,14,3,6,13147383.25,1019197,-0.1111111111111111,1.0,26.491443754249673,486940.1203703704,주의
2060,11440565,공덕동,CS100009,호프-간이주점,45,47,2,4,7,13147383.25,1019197,-0.06666666666666667,1.0000000000000002,44.15240625708279,292164.0722222222,주의
2061,11440565,공덕동,CS100010,커피-음료,65,83,18,16,21,13147383.25,1019197,-0.07692307692307693,0.9999999999999999,63.77569792689736,202267.4346153846,주의
2062,11440585,도화동,CS100001,한식음식점,164,180,16,41,28,4297561.75,625018,0.07926829268292683,1.0,262.3924430976388,26204.64481707317,보통
2063,11440585,도화동,CS100002,중식음식점,17,21,4,2,3,4297561.75,625018,-0.058823529411764705,1.0,27.19921666256012,252797.75,주의
2064,11440585,도화동,CS100003,일식음식점,17,23,6,2,1,4297561.75,625018,0.058823529411764705,1.0,27.19921666256012,252797.75,보통
2065,11440585,도화동,CS100004,양식음식점,19,22,3,3,1,4297561.75,625018,0.10526315789473684,1.0,30.399124505214253,226187.4605263158,보통
2066,11440585,도화동,CS100005,제과점,12,22,10,2,2,4297561.75,625018,0.0,1.0,19.19944705592479,358130.1458333333,보통
2067,11440585,도화동,CS100006,패스트푸드점,7,14,7,2,3,4297561.75,625018,-0.14285714285714285,1.0,11.199677449289462,613937.3928571428,주의
2068,11440585,도화동,CS100007,치킨전문점,7,16,9,3,5,4297561.75,625018,-0.2857142857142857,1.0,11.199677449289462,613937.3928571428,주의
2069,11440585,도화동,CS100008,분식전문점,30,39,9,8,7,4297561.75,625018,0.03333333333333333,1.0,47.998617639811975,143252.05833333332,보통
2070,11440585,도화동,CS100009,호프-간이주점,61,72,11,7,15,4297561.75,625018,-0.13114754098360656,1.0,97.59718920095102,70451.83196721312,주의
